job_title`,eachjob_welfare`,eachjob_company_detail`,eachjob_company_info`,job_link`
资深图像算法工程师 ` ,30000-60000元/月 ` ,20-99人民营 ` ,"岗位职责1、负责机器学习算法的开发与研究;2、负责深度学习平台的搭建，或，人脸识别项目算法设计与产品的研发、图像处理及模式识别算法的分析与研究;任职要求：1.计算机、人工智能、信号处理、控制工程、图像处理专业或相关学术、工程背景，硕士以上学历，在机器学习/深度学习领域有2年以上实际工作经验者优先；2.坚实的最优化、矩阵分析、统计学、模式识别、数据挖掘等理论基础；3.精通以下至少一门编程语言：Python/C++/Matlab；4.精通以下至少一种深度学习框架：Caffe/Caffe2、TensorFlow、Theano、Torch、CNTK、MXNet、Keras、Lasagne5.熟悉Linux编程，熟练掌握OpenCV, OpenGL, Kinect，了解CUDA编程；熟悉分布式运算，了解Spark/Storm/Hadoop等6.工作认真，思想敏锐，具有良好的洞察力、逻辑分析能力及沟通能力；7.在相应领域发过国际论文或申请过知识产权，学习能力强，或者，优秀的博士应届毕业生可以考虑。眼控科技还是中国卫星应用产业联盟、车载信息服务产业联盟、中国人工智能产业创新联盟重要成员，并被授予了中国高新技术科技企业。在市场成功应用的推动下，我们与上海交通大学成立了人工智能联合实验室，将学术与实际应用紧密结合，以推动智能交通的发展。我们以物体识别、行为分析、图像异常检测与矫正、人脸识别等技术，模仿与延伸人类大脑神经网络，赋予机器自主学习的能力。致力于从道路交通的源头真正改善现有问题，成为全球交通领域最具影响力的人工智能企业。 ` ",http://jobs.zhaopin.com/570869522250459.htm
软件测试员 ` ,5000-8000元/月 ` ,100-499人合资 ` ,1. 根据产品(APP及网站)规格和测试需求，编写测试方案、测试用例、测试脚本；2. 执行测试用例，提交BUG，并对BUG进行跟踪和回归测试，直到BUG解决；3. 发现产品缺陷，保证测试效率和产品质量；4. 根据产品测试情况编写测试报告以及其他文档。任职资格：1. 熟悉app/web测试方法、流程；2. 熟悉软件测试技术、流程、理论、方法，会使用LoadRunner、QTP，fiddler等相关web测试工具;3. 熟悉html、js、css、php，python一种脚本者优先；4. 良好业务需求分析能力、问题分析能力、问题定位能力和文档能力；5. 工作态度认真严谨，有较强的表达和沟通能力，善于学习，具备很好的团队合作精神，对细节认真思考，有相当的逻辑能力。 ` ,http://jobs.zhaopin.com/271780238250506.htm
java服务端中级开发工程师 ` ,15001-20000元/月 ` ,20-99人民营 ` ,上海博颐信息科技有限公司成立于2008年6月17日。注册资本为300.0000万人民币。本公司品种齐全、价格合理，企业实力雄厚，重信用、守合同、保证产品质量，以多品种经营特色和薄利多销的原则，赢得了广大客户的信任，公司始终奉行“诚信求实、致力服务、唯求满意”的企业宗旨，全力跟随客户需求，不断进行产品创新和服务改进。公司发展壮大的9年，与多家公司、机构建立了长期稳定的合作关系。并愿与社会各界同仁携手合作，谋求共同发展，继续为新老客户提供最优秀的产品和服务。公司产品：四大猛壳之一Safengine是一个具有反调试、反附加、动态自效验等功能，同时提供了对代码的变形、乱序和虚拟化等功能的应用程序保护壳，是一款简单易用的软件保护工具，它改变您的软件执行流程，以达到阻碍自动分析，消耗破解时间、精力的目的。 ` ,http://jobs.zhaopin.com/CZ718116980J00031363303.htm
风控建模专家 ` ,15000-25000元/月 ` ,10000人以上民营 ` ,岗位职责：1、从个人征信数据、行为数据、互联网数据等出发，构建面向个人信贷的大数据金融信用风险预测模型，包括但不限于申请评分、行为评分、欺诈评分、授信决策、监控预警、催收评分等以应用于贷款的自动化授信审批；2、建立个人信用评分体系，根据客户贷前、贷中、贷后的数据和行为表现，结合产品特点，建立信用评分模型，包括建模、开发、跟踪、实施，并不断改进模型效果；3、建立和维护信贷资产质量分析体系，设计和开发反欺诈数学模型，建立完善的欺诈监测系统，实现信贷资产质量监测预警系统；4、通过模型在业务场景中返回的数据，进行模型迭代、修正、优化，提升模型表现；5、根据不同贷款产品的风险特征，设计并开发风险定价模型，并开展相关风险计量工作。任职资格：1、统招本科以上，计算机、数学、统计学、运筹学、金融等相关专业，硕士优先；2、两年以上风险模型开发经验，熟悉主流的建模方法，如回归、决策树、随机森林、聚类、神经网络、朴素贝叶斯，SVM等算法模型，并对在不同场景的组合应用有一定经验；3、有风控数据分析，风控模型的完整建立经验，能够熟练使用建模的工具R、SAS、Python等；4、从事过信用评分模型等相关项目，有互联网金融行业、消费金融行业、银行信用卡中心背景优先；从事过现金贷行业相关项目优先。 ` ,http://jobs.zhaopin.com/628371027261013.htm
图像处理工程师 ` ,15000-30000元/月 ` ,500-999人民营 ` ,岗位职责1、从图片中识别、提取文字信息等；2、负责训练样本集整理、算法研究、测试；3、研究图像处理技术，如图像去噪、模式识别、OCR等。任职要求1、硕士及以上学历，图像识别/机器学习等计算机专业；2、具有1-2年以上相关经验，如图像处理、模式识别等；3、掌握图像处理基本算法，并在如下相关方向有较深入研究：图像分类标注、OCR、图像质量评价、图像处理等；4、熟悉DNN，CNN等较为主流的神经网络理论；5、至少熟悉C/C++，python，shell，java一种语言6、有从事过或使用过caffe，theano等开源工具的优先上海嵩恒网络科技有限公司是一家互联网软件公司，成立于2014年，注册资金1160万人民币，年营业额数亿人民币。截至2017年2月公司员工约500人，80%以上为本科学历。我们拥有一支技术成熟、经验丰富的移动互联网技术开发和运营团队，专注于移动互联网产品的设计、研发、运营与推广。我们的推广渠道日覆盖用户上亿，产品日活跃用户超千万。“东方头条”超越了传统新闻媒体的局限，基于个性化推荐引擎技术，根据用户的兴趣、位置等多个维度进行个性化推荐，摒弃复杂样式的内容，用简单的信息展现形式，展现出丰富的内容，如今日头条、头条新闻、社会热点，国内国际快讯，军事、明星、八卦、娱乐、时尚、笑话等各类别的头条新闻资讯，满足用户看新闻的个性需求。在未来，东方头条将继续加强对社交和用户行为进行分析、精准定位人群进行信息传播和推送，成为国内具有强大影响力的新媒体平台。 ` ,http://jobs.zhaopin.com/400667285250000.htm
系统运维工程师 ` ,8000-15000元/月 ` ,1000-9999人民营 ` ,"工作职责：1、负责项目组的日常运维工作,保证业务7*24小时稳定运行和紧急响应 ；2、负责项目组的迭代发布(jenkins)、新业务部署、配置管理等工作；3、负责与开发沟通,持续推动和改善系统和业务的不足。任职资格：1、计算机、电子信息技术、软件工程及相关专业全日制本科以上学历 ；2、至少1年互联网公司Linux运维相关工作经验 ；3、熟悉zabbix、nagios+cacti等监控系统的搭建和维护 ；4、熟练掌握nginx/tengine/tomcat等应用部署、优化和troubleshooting；5、了解常用数据库如mysql、mongo的集群部署和维护；6、熟练掌握shell脚本,熟悉python为佳；7、熟悉自动化运维工具ansible、saltstack、puppet等；8、熟悉阿里云ecs、slb、rds、oss等产品 。加入我们，您可以收获：1、优秀员工年终股权奖励（公司即将上市）2、五险一金全额缴纳3、舒适的办公环境，交通便利4、丰厚的下午茶（公司有咖啡文化）5、各种生活补贴和节假日福利6、人性化的管理方式（领导很nice），一群优秀的工作伙伴7、简单可依赖的公司文化8、更多福利正在开发路上。。。 ` ",http://jobs.zhaopin.com/214730227251721.htm
Postgre SQL 工程师 ` ,8000-13000元/月 ` ,20-99人合资 ` ,"1. 负责数据库日常维护；2. 数据库的安装配置及升级改造，性能监控及优化. 故障诊断和排除；3. 数据备份. 恢复计划的制定和实施，以及数据库的安全管理. 用户管理等；4. 制定数据库规范，配合开发部门进行新功能的上线并提供前期数据库设计和开发的支持；5. 研究数据库架构和开展数据库优化，提高系统的稳定性和健壮性；6. 制定和改进应急预案、策略和相关规范，提高服务运维质量，与产品开发团队紧密配合，规划. 设计. 评审和优化数据库技术方案；7.需要轮班支持18：00-22：00脚本执行。1. 具有3年以上专职Oracle/PostSQL DBA工作经验，熟悉rman，flashback，expdp/impdp,sqlloader等技术；2. 深入了解Oracle数据库体系结构,熟练LINUX或UNIX环境下的数据库安装、维护、健康状态监控、性能优化及故障排除；3. 熟悉PARTITION、DATAGUARD、GOLDENGATE，RAC备份和数据迁移等ORACLE相关技术；熟悉7*24高可用在线维护；5. 熟悉Linux/UNIX等常用操作系统及其shell脚本，熟悉Perl、Python者优先；6. 熟悉主机、存储及光纤交换机日常管理维护;7. 有分布式可伸缩数据库架构，分库/分表，复制经验者优先；8.对于数据库监控、容量规划、架构设计和扩容实施都有相应的实战经验；9. 具有外企工作背景者优先考虑。 ` ",http://jobs.zhaopin.com/341813734250121.htm
DBA工程师 ` ,10000-12000元/月 ` ,100-499人合资 ` ,工作职责：负责艾瑞数据产品数据库维护、数据处理、数据挖掘、数据分析工作负责艾瑞数据产品数据结构分析，支持架构师执行数据结构调整及规划工作岗位要求：1. 具有2年以上数据库管理经验，MySQL或SQL Server。2. 深刻理解数据库工作原理，可独立分析和解决常见故障。3. 精通使用SQL，熟练掌握SQL优化能力。4. 责任心强，工作积极主动，具备较强的交流、沟通和表达能力。5. 熟悉shell、Python等脚本语言者优先，有Java编程经验者优先。6. 有阿里云、微软云、亚马逊云调度经验优先。 ` ,http://jobs.zhaopin.com/121068538251573.htm
爬虫开发工程师（java） ` ,8000-12000元/月 ` ,500-999人民营 ` ,"工作职责：1、负责调研新渠道爬虫可行性分析，包括解析方案等；2、负责整理爬虫引擎相关技术文档；3、建立爬虫监测体系，及时分析及解决爬虫在运行过程中出现的缺陷；4、负责爬虫日常运维工作；5、处理领导其他交办事项；岗位要求1、计算机相关专业，大专及以上学历，1年以上java开发经验，扎实的Java基础2、熟悉爬虫相关技术，如：httpClient、jSoup、xpath、正则表达式等3、熟悉Linux常用命令，独立完成日常部署更新等4、良好沟通能力和理解能力，富有钻研精神5、责任心强烈，良好的主动意识6、了解大数据处理框架hadoop优先考虑；7、熟悉python优先，有app研发背景或app爬虫开发经验佳，有逆向经验尤佳8、工作态度认真负责,有始有终，较强的执行力上海嵩恒网络科技有限公司是一家互联网软件公司，成立于2014年，注册资金1160万人民币，年营业额数亿人民币。截至2017年2月公司员工约500人，80%以上为本科学历。我们拥有一支技术成熟、经验丰富的移动互联网技术开发和运营团队，专注于移动互联网产品的设计、研发、运营与推广。我们的推广渠道日覆盖用户上亿，产品日活跃用户超千万。“东方头条”超越了传统新闻媒体的局限，基于个性化推荐引擎技术，根据用户的兴趣、位置等多个维度进行个性化推荐，摒弃复杂样式的内容，用简单的信息展现形式，展现出丰富的内容，如今日头条、头条新闻、社会热点，国内国际快讯，军事、明星、八卦、娱乐、时尚、笑话等各类别的头条新闻资讯，满足用户看新闻的个性需求。在未来，东方头条将继续加强对社交和用户行为进行分析、精准定位人群进行信息传播和推送，成为国内具有强大影响力的新媒体平台。 ` ",http://jobs.zhaopin.com/400667285250183.htm
运维工程师 ` ,6000-12000元/月 ` ,100-499人合资 ` ,岗位职责:1、负责公司业务平台的部署、监控、日常维护；2、负责公司业务平台的安全保障以及系统和数据的安全；3、负责公司业务平台的性能分析与系统优化，持续提高系统运行效率；4、参与运维自动化建设，提高交付效率，降低人力成本。5、参与文档规范、流程梳理、新技术引入，提高沟通、协作效率；岗位要求：1、熟悉Linux系统，了解网络基本技术，掌握tcp/ip协议、http协议等常用的网络协议，熟练使用常用的网络工具排查问题。2、熟悉WEB相关技术，熟悉常见LAMP、LNAMP的架构。3、了解Weblogic Tomcat等常见JAVA相关的应用的管理、配置和优化;有JVM调优经验者优先。4、熟悉主流虚拟化技术，如ESXI/KVM，熟悉主流云产品，如AWS、阿里云。有容器维护经验者优先。5、熟练使用 SHELL/PYTHON 中的一门脚本语言。6、熟悉主流sql和nosql产品，如MySQL、Redis、Mongodb、Oracle等。7、熟悉大型网站、互联网产品的运维架构和流程者优先。8、了解Elasticsearch\Kafka\Hadoop\Hbase\Hive\Druid\Suro等主流的大数据服务者优先。9、主动学习、独立自主、良好的沟通和协作能力，执行力强。 ` ,http://jobs.zhaopin.com/347063118250962.htm
债券研究员 ` ,10001-15000元/月 ` ,500-999人民营 ` ,岗位职责:1、跟踪债券市场动态，研究债券市场投资策略，开展相关数据产品的设计和测试；2、配合高级产品经理解决业务难题，协助制定解决方案；3、掌握数据金融市场的各类新业务和新技术，提高整体技术和业务能力；4、熟悉VBA、matlab，sas，python，R等统计软件，熟练操作OFFICE办公软件1、本科及以上学历；经济金融、统计、计算机等专业毕业；2、1年以上金融市场研究或投资等相关工作经验；3、熟悉银行间和交易所债券市场，熟悉金融数据产品设计流程，以及熟悉相关市场业务；为什么选择普兰，让我们一起走近普兰——一、大平台，快发展普兰精耕于货币市场，是国内同行业中的龙头企业；2010年，普兰票据直贴经纪量为2500亿；2011年，普兰票据直贴经纪量为4400亿；2012年，普兰票据直贴经纪量达7600亿；2013年，普兰票据直贴经纪量达8000亿；……2012年5月，普兰获批金融服务公司牌照，成为全国首家且唯一一家拥有票据中介经营资质的民营金融公司，是上海市金融创新先行先试的改革试点单位。同时，普兰获批培训中心牌照，并成功推出了针对中小银行资金运作专业方面的系列培训产品；2012年底，普兰科技成果《PR票据管理系统》成功登陆中国邮储、哈尔滨银行等金融机构；2013年，普兰开展了以票据经纪业务为主体，包含债券、资金拆借等货币市场产品的经纪、咨询、信息的多元化服务；2014年，普兰在延续原有业务的同时，完成电子经纪平台、票券通等互联网金融平台的立项和开发；截止2014年底，普兰拥有800人的团队，在全国21个省市自治区设立33家分支机构；2015年，普兰电子货币经纪撮合交易平台正式上线（Web端、APP端）；2015年，普兰货币经纪业务全面覆盖（债券、票据、资金、同业业务），撮合交易总量超10万亿；2016年，全体普兰人恪守着“规范化、规模化、专业化”的运营准则，秉承着“至纯、至美、至精”的文化理念，向成为国内首家民营货币经纪公司的目标继续前进着。普兰高速发展的同时，也为您搭建好了事业发展的坚实平台！二、普兰是什么样的企业1、普兰起源于三家机构，分别是中国工商银行华信资金市场、中国工商银行河南省华信支行和中国工商银行票据营业部。三家机构的创始人和普兰的创始人同为李映辉女士。服务中国货币市场的发展和完善，是李映辉女士所率团队坚贞不渝的信念。2、普兰理念和价值观三至文化 至纯、至美、至精运营准则 规范化、规模化、专业化高度社会责任感的公司、法人治理结构完善的公众公司、行业领先的创新型公司3、没有论资排辈，唯有能力优先普兰对于人才的理念：人才是公司最大的财富！目前公司员工逾800人，平均年龄27岁，硕士及以上学历占比11.5%，干部及储备干部116名，平均年龄29岁 ` ,http://jobs.zhaopin.com/503468920251576.htm
大数据开发工程师(保险行业) ` ,面议 ` ,500-999人民营 ` ,岗位职责：1.     负责公司大数据平台搭建、功能设计、及核心模块的开发；2.     负责基于大数据平台的数据仓库建设与数据应用开发；3.     负责为海量数据的处理和分析提供高效解决方案；4.     负责基于大数据平台搭建流式数据处理方案；5.     根据项目需求按时完成产相关产品的代码设计、开发和单元测试工作。任职要求：1.   计算机、数学或者统计学相关专业本科以上学历；2.   3年以上的Hadoop大数据平台开发经验，深入了解Hadoop数据处理体系（Hadoop/HDFS/Hive/YARN/HBase/Sqoop/Spark/Zookeeper/Kafka）；3.   具有丰富的数据仓库开发经验，了解数据仓库体系相关的技术；4.   了解大数据的基本处理思路与常用算法，技术基础扎实；至少熟悉使用2种编程语言（Java/Shell/Python/Scala），精通Hive SQL；5.   熟悉Linux操作系统；6.   优秀的问题分析与解决能力，条理逻辑清晰；具备良好的分析、组织、沟通能力；7.   热爱开源技术，关注并了解最新的大数据前沿技术；8.   良好的抗压能力与团队合作精神。 ` ,http://jobs.zhaopin.com/221470114252453.htm
大数据挖掘工程师 ` ,面议 ` ,500-999人民营 ` ,岗位职责：1.      负责数据挖掘分析模型规划设计，机器学习相关的大数据技术架构规划；2.      负责产品和用户的数据建模，提供预测分析结果，撰写相关分析报告；3.      推进数据模型的调研、开发、上线和使用，并进行模型的完善与优化；4.      探索数据挖掘专项项目，评估项目可行性，引导项目实施。任职要求：1.      本科以上学历，计算机、数学、统计学等相关专业，3年以上数据挖掘经验；2.      拥有完整的数据挖掘项目经验；3.      精通常用机器学习算法（如逻辑回归、聚类、神经网络、决策树、贝叶斯等）;4.      良好的机器学习原理和最优化理论基础;5.      熟练掌握SQL/HIVE，Python/R，熟悉Oracle数据库;6.      掌握Hadoop、Spark等分布式框架者优先；7.      拥有UBI项目经验者优先。 ` ,http://jobs.zhaopin.com/221470114252454.htm
运维工程师 ` ,8001-10000元/月 ` ,500-999人国企 ` ,【工作职责】1、负责开发、测试、现网环境的维护与部署工作2、优化系统，实现健康、高效运行；系统安全保障3、应用系统运行故障诊断、定位、排查和修复【职位要求】1、2年以上Linux系统的运维经验；具备分析日志能力、服务器调优能力2、熟练shell编程，熟悉其它的脚本语言，如python3、熟练Linux系统下NGINX、APACHE、TOMCAT、JETTY等主流web服务器的搭建和性能优化4、熟练Linux系统下MySQL、 MongoDB、Redis等软件的安装、集群部署及备份维护5、熟练LVS 、Keepalived、HAProxy负载均衡的原理及安装部署、日常维护6、熟悉svn、git等版本管理工作的使用；熟悉jenkins等持续集成软件的使用；7、有java开发经验者优先 ` ,http://jobs.zhaopin.com/357866628250211.htm
大数据运维工程师 ` ,面议 ` ,500-999人民营 ` ,岗位职责：1.   负责大数据平台/Hadoop/storm/spark/OLAP等在线和离线数据平台运维保障；2.   负责大数据自动化运维以及数据化运营平台开发工作；3.   负责大数据平台架构审核、业务监控、持续交付、应急响应、容量规划等；4.   深入理解数据平台架构，发现并解决重大故障及性能瓶颈，打造一流的数据平台；5.   负责CDH各类大数据组件Hadoop、Hbase、Hive、Impala、Spark、ZK等安装调试和配置；6.   持续的创新和优化能力，提升产品整体质量，改善用户体验，控制系统成本。任职要求：1.   计算机、数学或者统计学相关专业本科以上学历；2.   有2年以上Hadoop相关运维经验，了解Hadoop各组件的原理，并有实际部署维护经验；3.   深入理解linux系统，运维体系结构，精于容量规划、架构设计、性能优化；4.   熟悉Hadoop大数据生态圈，包括但不限于CDH、HDFS、YARN、Hive、HBase、Spark等；5.   精通一门以上脚本语言(shell/perl/python等)；6.   故障排查能力，有很好的技术敏感度和风险识别能力；7.   良好的服务意识，善于团队协作，主动思考，自我驱动力强；8.   熟悉Cloudera Hadoop的管理和维护大数据平台经验；9.   拥有Oracle 数据库运维经验优先。 ` ,http://jobs.zhaopin.com/221470114252456.htm
空间数据库开发工程师／专家 ` ,10000-20000元/月 ` ,100-499人合资 ` , ` ,http://jobs.zhaopin.com/304104385250148.htm
运维工程师 ` ,8000-15000元/月 ` ,20-99人民营 ` ,岗位职责：1. 计算机专业大专以上学历，一年以上运维经验;2. 熟练使用PHP或者JAVA或者Python开发，有一定的架构能力和良好代码规范；3. 熟悉常见的服务端监控软件，在此基础上根据具体要求开二次开发；4. 熟悉相关Web框架技术，能根据后台数据搭建各种查询网页；5. 熟悉mysql数据库应用开发，对数据库备份、主从分离、性能优化、负载有一定的经验；6. 有php、redis、nginx、nodejs部署经验优先；7. 熟练使用脚本编写自动化运维工具；8. 具有良好的沟通、理解及逻辑分析能力；9. 思维敏捷、编程及学习能力强，有责任心。 ` ,http://jobs.zhaopin.com/418476784250075.htm
数据分析员 ` ,5000-7000元/月 ` ,500-999人民营 ` ,岗位职责：1、日常交易数据的收集和分析；2、对部门的数据进行分析整理和归纳；3、将各种数据清洗归类，并建立数据库；4、通过规则及数据特征建立管理模型；5、完成上级主管安排的其他工作。任职要求：1、数学、统计、金融、信息系统与信息管理相关专业本科及以上学历；2、1年以上数据分析、挖掘、数据库、数据模型建立者优先；3、熟练使用EXCEL、Word等相关软件，较强的逻辑分析能力；熟练使用Python、R等统计软件者优先；4、思维敏捷、创新、有钻研精神，工作认真负责、耐心细致、办事效率强，有较强的协调沟通能力；5、有相关数据分析、数据挖掘、数据库建立等培训经验者优先。 ` ,http://jobs.zhaopin.com/215684115252044.htm
资深Hadoop工程师 ` ,15001-20000元/月 ` ,500-999人民营 ` ,岗位职责：1.基于海量数据的数据仓库建设、数据应用开发；2.分布式平台应用开发（Hadoop/Hive/Hbase）；3.开发数据统计系统，各类统计程序报表 ；4.支撑各业务线数据需求。任职要求：1.具有丰富的数据仓库开发经验，有2年以上互联网或移动互联网并基于Hadoop/Storm/HIVE/Hbase等应用开发经验，对分布式计算、数据仓库理论有深刻理解 ；2.熟练掌握linux常规命令与工具 ；3.对Hadoop、Hive、Storm等源码有研究优先 ；4.精通JAVA、MapReduce、Python，有并发应用或者分布式应用软件开发经验优先 ；5.精通shell编程，sql编程、awk脚本语言等；6.良好的系统分析、架构设计能力；7.对数据敏感、对新技术敏感，有数据挖掘技能者优先 ；8.了解无线端技术、有ios/android下开发经验者优先；9.对商业和业务逻辑敏感，具备良好的分析、组织、沟通能力和团队精神。上海嵩恒网络科技有限公司是一家互联网软件公司，成立于2014年，注册资金1160万人民币，年营业额数亿人民币。截至2017年2月公司员工约500人，80%以上为本科学历。我们拥有一支技术成熟、经验丰富的移动互联网技术开发和运营团队，专注于移动互联网产品的设计、研发、运营与推广。我们的推广渠道日覆盖用户上亿，产品日活跃用户超千万。“东方头条”超越了传统新闻媒体的局限，基于个性化推荐引擎技术，根据用户的兴趣、位置等多个维度进行个性化推荐，摒弃复杂样式的内容，用简单的信息展现形式，展现出丰富的内容，如今日头条、头条新闻、社会热点，国内国际快讯，军事、明星、八卦、娱乐、时尚、笑话等各类别的头条新闻资讯，满足用户看新闻的个性需求。在未来，东方头条将继续加强对社交和用户行为进行分析、精准定位人群进行信息传播和推送，成为国内具有强大影响力的新媒体平台。 ` ,http://jobs.zhaopin.com/400667285250008.htm
运维实施工程师 ` ,8000-15000元/月 ` ,100-499人民营 ` ,嗨，首先感谢您在茫茫信息海洋中检索到这篇招聘信息，您一定是一名快乐的运维攻城狮或有意向做运维攻城狮的有为青年。运维实施的工作不同于传统运维工作，它是公司架构中亦内亦外的重要一环，在完成对外实施工作之余，我们也要共同承担起运维工作甚至更多的参与到运维开发工作中，将传统的运维或实施工作变得更简便更快捷。当原先需要一周甚至半个月的工作量，经您之手变成一到两天的工作量，一定会获得强大的成就感。我们提供了这样的平台，如果您愿意和我们一起成长共同快乐，北京博睿欢迎您的加入。岗位职责：1、公司对外服务平台产品的实施工作，包括安装、调试、培训等；2、公司对内运维工作，包括测试服务器环境安装、调试、维护等；3、参与运维自动化平台的开发中，共同简化运维工作，提高效率；4、更多有意义的事等。任职要求：1、计算机专业，本科以上优先；1、爱鼓捣电脑，有钻研精神，有责(qiang)任(po)感(zheng)；2、对Linux操作系统有兴趣，有一年以上生产环境的运维管理经验；3、懒癌晚期患者，让shell/perl/python取代人的大部分工作；4、玩过大数据者(Hadoop、Spark、Strom、Kafka等)可以优待；公司福利：入职即妥妥缴纳五险一金、各种假期随心享、生日亲奉祝福卡、年底奖金人人有；心动即行动，你值得拥有！博睿官方网址： ` ,http://jobs.zhaopin.com/196747219250791.htm
中级运维工程师 ` ,10000-15000元/月 ` ,1000-9999人民营 ` ,"岗位职责：1. 负责公司WEB站点、数据库等服务器日常维护。2. 负责公司公有云、私有云网络配置和服务器部署。3. 负责公司自动化运维实施。4. 7X24小时待命故障处理。岗位要求：1. 熟悉Nginx, Haproxy, Apache-Tomcat 等WEB服务器运维技术2. 熟悉MySQL及GTID同步，MySQL-Fabric，MooseFS等数据库和存储服务运维技术3. 熟悉基础网络协议（如TCP/IP,DNS ,HTTP等），具有故障定位和排错能力4. 熟悉SaltStack，Zabbix使用且具有Python编程经验者优先5. 熟悉Windows服务器部署，MSSQL集群发布分发订阅，有 .NET 维护经验者优先6. 熟悉阿里云ECS、RDS、大数据、CDN、OSS、SLB、域名等操作7. 能承受一定的工作压力，对疑难杂症排查、程序运行速度优化有一定的经验和见解；8. 具有较强的责任心，独立分析和解决问题的能力，具备良好的团队合作精神； ` ",http://jobs.zhaopin.com/485325927251392.htm
自动化开发工程师 ` ,15001-20000元/月 ` ,500-999人民营 ` ,"岗位职责：1、制定测试计划，构建测试环境，设计测试脚本和用例，执行测试脚本和测试用例；2、分析问题所在并进行准确定位和验证，提交Bug报告；3、跟踪并验证Bug，并确认问题得以解决；4、按照标准格式填写并提交测试报告，编写其他相关文档；5、完成软件开发的集成测试工作；6、构建自动化脚本框架以及脚本维护工作，能专研技术难题，克服技术障碍；7、领导交办的其他事宜。任职要求：1、工作严谨细致，有责任心，严于律己；2、勤奋踏实，虚心好学，善于分析思考问题；3、有时间观念，独立性强，具有团队合作精神4、精通各种测试工具,Jmeter,loadrunner,QTP,Webserver Stress Tool等；5、精通白盒、黑盒测试方法，有代码编写经验，熟悉C/C++,Java,python,PHP,Ruby,Perl,Shell，Tcl/tk等；6、熟悉功能、回归、单元、集成、验收、系统测试等类型；7、具有较强的分析能力与综合概括能力；具有良好的文档编写习惯和较强的写作能力 。 ` ",http://jobs.zhaopin.com/215684115252013.htm
测试工程师 ` ,8000-12000元/月 ` ,100-499人民营 ` ,"岗位职责:1. 负责移动端产品前后端相关测试；2. 根据需求编写测试用例、执行测试用例；3. 对测试实施过程中发现的问题及时协调处理并对问题进行跟踪分析；4. 根据项目需要学习新的技术；5. 积极主动完成领导交代的其他任务。职位要求:1. 大学本科及以上学历，计算机相关专业,1年以上测试工作经验；2. 有良好的逻辑思维能力，有强大的快速学习能力，热爱解决问题；3. 有很强的沟通协调能力、团队合作能力，具备良好的书面及口头表达能力；4. 有很强的学习能力及抗压能力；5 了解至少一门编程语言java/python，具有自动化测试、性能测试经验者优先考虑；6. 具有严谨的工作态度、质量意识；7.具有金融或者信贷行业背景优先。上海拿米金融信息服务有限公司，以下简称”拿米金服”（Namibank）。拿米金服（Namibank）是一家移动互联网金融服务公司，致力于为年轻个人用户提供便捷的消费金融服务。公司萌芽于国家级高新技术产业开发区徐家汇漕河泾，凭借先进的消费金融服务理念及专业的创始团队，2015年8月成立之初即获取千万级规模的天使轮投资。管理团队荟萃业界精英，分别来自麦肯锡，银联，浦发银行等企业的资深人士。他们精通金融机构的运作模式，并欲将移动互联网的技术与金融相结合，通过大数据技术对个人信贷风险进行快速判别，突破传统银行和金融服务机构在时间，空间及覆盖人群的限制，为更多个人用户提供极致快捷的消费金融服务，真正解决青年群体消费难的问题。互联网的兴起使消费区域无限扩大，中国正在进入一个举世瞩目的“消费时代”。但无论是正在兴起的p2p平台，还是传统的金融机构，都不可能完全满足逐渐升级的大众消费需求。而拿米金服（Namibank）将克服目前金融体系的服务瓶颈及挑战，利用移动互联网技术及精准的大数据分析，来解决这一金融服务空缺。我们的风控团队通过采用结构化大数据的挖掘与匹配技术，为普通消费者提供在数分钟内完成分期付款的服务。这一高效的审批速度，目前行业内无人能及。公司立足当前，着眼长远，在推动中国普惠金融发展的使命下，在监管允许的范围内，我们将倾尽全公司之力，做好银行一个部门的事，以灵活，快捷的服务方式，为千万用户打造一家纯粹的移动互联网银行。拿米金服（Nanibank)，让消费金融大众化。 ` ",http://jobs.zhaopin.com/310377633250090.htm
